folder,class,line,basename
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_065515_L26_PalletGHO0815111619_Cavity8_B01BH3F_Fail7_Score(0.9998149).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_075704_L26_PalletGHF0815121813_Cavity10_B01BH3G_Fail3_Score(0.9220068).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_080545_L26_PalletGHN0815122657_Cavity7_B01BH3G_Fail7_Score(0.993251).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_083423_L26_PalletGHM0815125530_Cavity7_B01BH3G_Fail6_Score(0.973498).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_090853_L26_PalletGHE0815133005_Cavity2_B01BH3G_Fail5_Score(0.9539632).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_091020_L26_PalletGHI0815133125_Cavity14_B01BH3G_Fail7_Score(0.998599).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_094507_L26_PalletGHN0815140618_Cavity3_B01BH3G_Fail3_Score(0.9211311).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_110529_L26_PalletGHJ0815152640_Cavity11_B01BH3G_Fail6_Score(0.9825947).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_113056_L26_PalletGHS0815155205_Cavity4_B01BH3G_Fail7_Score(0.9999521).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_131545_L26_PalletGHD0815173656_Cavity13_B01BH3G_Fail7_Score(0.9993374).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_131948_L26_PalletGHU0815174101_Cavity1_B01BH3G_Fail7_Score(0.9970008).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_135509_L26_PalletGHL0815181621_Cavity6_B01BHZM_Fail7_Score(0.9990788).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L31,20260815_140205_L31_PalletGHN0815183822_Cavity8_B01BHPX_Fail6_Score(0.9820243).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_142101_L26_PalletGHJ0815184213_Cavity3_B01BHZM_Fail7_Score(0.9999998).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_142654_L26_PalletGHF0815184807_Cavity9_B01BHZM_Fail7_Score(0.9912838).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_142851_L26_PalletGHD0815185000_Cavity15_B01BHZM_Fail7_Score(0.999052).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L24,20260815_142906_L24_PalletGHI0815184556_Cavity12_B01BFRW_Fail3_Score(0.9226761).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_151831_L26_PalletGHO0815193936_Cavity13_B01BHZM_Fail4_Score(0.9470054).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_152921_L26_PalletGHA0815195034_Cavity8_B01BHZM_Fail7_Score(0.988924).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_155010_L26_PalletGHA0815201116_Cavity1_B01BH3J_Fail3_Score(0.930972).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_160905_L26_PalletGHH0815203019_Cavity14_B01BH3J_Fail7_Score(0.9841031).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_163932_L26_PalletGHS0815210038_Cavity5_B01BH3J_Fail7_Score(0.9995766).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_170414_L26_PalletGHS0815212522_Cavity13_B01BH3J_Fail6_Score(0.9742078).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L25,20260815_174824_L25_PalletGHM0815221115_Cavity10_B01BHX8_Fail7_Score(0.9998623).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L25,20260815_174824_L25_PalletGHM0815221115_Cavity2_B01BHX8_Fail7_Score(0.9908897).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_180528_L26_PalletGHJ0815222637_Cavity8_B01BJQ7_Fail2_Score(0.9065874).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L24,20260815_181624_L24_PalletGHB0815223134_Cavity14_B01BFS1_Fail7_Score(0.995937).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_183145_L26_PalletGHU0815225251_Cavity3_B01BJQ7_Fail7_Score(0.9999982).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L25,20260815_183557_L25_PalletGHA0815230114_Cavity1_B01BHX8_Fail7_Score(0.9998264).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_184731_L26_PalletGHH0815230844_Cavity7_B01BJQ7_Fail7_Score(0.9999128).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L24,20260815_185409_L24_PalletGHJ0815231058_Cavity4_B01BFS1_Fail2_Score(0.911229).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260815_193828_L26_PalletGHI0815235940_Cavity3_B01BJQ7_Fail7_Score(0.9871814).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L31,20260815_203212_L31_PalletGHB0816010744_Cavity3_B01BHQS_Fail6_Score(0.9726541).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_000123_L26_PalletGHO0816042235_Cavity9_B01BH3H_Fail7_Score(0.9999608).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_001148_L26_PalletGHG0816043250_Cavity5_B01BH3H_Fail7_Score(0.9996822).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_005107_L26_PalletGHJ0816051205_Cavity2_B01BH3H_Fail7_Score(0.9951895).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_005604_L26_PalletGHS0816051718_Cavity7_B01BH3H_Fail7_Score(0.9999205).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_014250_L26_PalletGHK0816060401_Cavity9_B01BH3H_Fail7_Score(0.9987763).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_015826_L26_PalletGHT0816061939_Cavity12_B01BJQ6_Fail7_Score(0.9973922).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_025546_L26_PalletGHE0816071657_Cavity11_B01BJQ6_Fail7_Score(0.998307).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_033828_L26_PalletGHJ0816075942_Cavity6_B01BJQ6_Fail6_Score(0.9832193).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_034112_L26_PalletGHD0816080221_Cavity4_B01BJQ6_Fail6_Score(0.9738601).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L31,20260816_040053_L31_PalletGHR0816083521_Cavity3_B01BHPZ_Fail7_Score(0.9999716).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_041310_L26_PalletGHS0816083423_Cavity4_B01BJQ6_Fail7_Score(0.9994939).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_044501_L26_PalletGHT0816090617_Cavity3_B01BJQ6_Fail7_Score(0.9982527).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_051025_L26_PalletGHS0816093141_Cavity4_B01BJQ6_Fail7_Score(0.9851556).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_051903_L26_PalletGHA0816094019_Cavity11_B01BJQ6_Fail6_Score(0.9808224).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_051932_L26_PalletGHK0816094048_Cavity11_B01BJQ6_Fail5_Score(0.9513659).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L24,20260816_055019_L24_PalletGHG0816100708_Cavity5_B01BFS0_Fail4_Score(0.9419451).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_062226_L26_PalletGHS0816104343_Cavity7_B01BJQ6_Fail7_Score(0.9888724).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_064122_L26_PalletGHH0816110232_Cavity11_B01BJQ6_Fail5_Score(0.9651623).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_064258_L26_PalletGHA0816110411_Cavity9_B01BJQ6_Fail5_Score(0.9659948).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_065638_L26_PalletGHF0816111748_Cavity11_B01BJQ6_Fail3_Score(0.9323903).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_072929_L26_PalletGHE0816115043_Cavity8_B01BJQ6_Fail7_Score(0.9985782).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_074034_L26_PalletGHP0816120151_Cavity13_B01BJQ6_Fail6_Score(0.9676988).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_074835_L26_PalletGHK0816120951_Cavity13_B01BJQ6_Fail7_Score(0.9968625).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_075050_L26_PalletGHO0816121204_Cavity5_B01BJQ6_Fail5_Score(0.9522334).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_075536_L26_PalletGHH0816121635_Cavity2_B01BJQ6_Fail7_Score(0.9998149).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_080514_L26_PalletGHB0816122627_Cavity4_B01BJQ6_Fail7_Score(0.9945405).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_081208_L26_PalletGHE0816123321_Cavity7_B01BJQ6_Fail7_Score(0.9998325).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_085821_L26_PalletGHE0816131854_Cavity1_B01BJQ6_Fail5_Score(0.9599988).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_091122_L26_PalletGHC0816133238_Cavity2_B01BJQ6_Fail7_Score(1).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_092642_L26_PalletGHB0816134756_Cavity14_B01BJQ6_Fail7_Score(0.9866673).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_093047_L26_PalletGHF0816135159_Cavity12_B01BJQ6_Fail7_Score(0.989757).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_094253_L26_PalletGHU0816140410_Cavity2_B01BJQ6_Fail7_Score(0.9979513).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_094425_L26_PalletGHI0816140543_Cavity4_B01BJQ6_Fail7_Score(0.9959943).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_100622_L26_PalletGHT0816142737_Cavity8_B01BHZQ_Fail7_Score(0.9986858).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_104601_L26_PalletGHB0816150718_Cavity13_B01BHZQ_Fail7_Score(0.9999834).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_110852_L26_PalletGHR0816153004_Cavity7_B01BHZQ_Fail7_Score(0.9997436).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_111415_L26_PalletGHF0816153526_Cavity8_B01BHZQ_Fail7_Score(0.9990683).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_112205_L26_PalletGHE0816154322_Cavity2_B01BHZQ_Fail4_Score(0.938724).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_120659_L26_PalletGHR0816162757_Cavity7_B01BHZQ_Fail7_Score(0.9962348).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_122411_L26_PalletGHH0816164526_Cavity11_B01BHZQ_Fail6_Score(0.9743387).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_122721_L26_PalletGHJ0816164828_Cavity9_B01BHZQ_Fail7_Score(0.9927497).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_123815_L26_PalletGHO0816165929_Cavity15_B01BHZQ_Fail6_Score(0.9759901).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_123922_L26_PalletGHR0816170037_Cavity11_B01BHZQ_Fail6_Score(0.9798189).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_124427_L26_PalletGHT0816170542_Cavity13_B01BHZQ_Fail7_Score(0.9991597).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_130048_L26_PalletGHF0816172206_Cavity14_B01BHZQ_Fail4_Score(0.935971).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_133157_L26_PalletGHF0816175309_Cavity5_B01BHZQ_Fail7_Score(0.9999838).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_155929_L26_PalletGHT0816202043_Cavity1_B01BHZQ_Fail2_Score(0.9139533).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_163314_L26_PalletGHC0816205425_Cavity10_B01BHZR_Fail3_Score(0.9309167).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_165537_L26_PalletGHM0816211654_Cavity11_B01BHZR_Fail7_Score(0.9999664).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_171157_L26_PalletGHI0816213313_Cavity1_B01BHZR_Fail6_Score(0.9672781).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L31,20260816_173319_L31_PalletGHH0816220726_Cavity9_B01BHQ0_Fail7_Score(0.9987839).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L25,20260816_174011_L25_PalletGHO0816220432_Cavity13_B01BH2P_Fail4_Score(0.9459956).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_174422_L26_PalletGHH0816220319_Cavity4_B01BHZR_Fail7_Score(0.9969973).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_174550_L26_PalletGHO0816220709_Cavity11_B01BHZR_Fail7_Score(0.999911).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_180127_L26_PalletGHE0816222245_Cavity15_B01BHZR_Fail7_Score(0.9961705).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L24,20260816_181210_L24_PalletGHM0816222740_Cavity10_B01BHVZ_Fail7_Score(0.994328).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L24,20260816_181210_L24_PalletGHM0816222740_Cavity5_B01BHVZ_Fail7_Score(0.9989397).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L24,20260816_181618_L24_PalletGHQ0816223307_Cavity13_B01BHVZ_Fail7_Score(0.9949437).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_190953_L26_PalletGHA0816233104_Cavity13_B01BHZR_Fail7_Score(0.9892318).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_192054_L26_PalletGHB0816234211_Cavity8_B01BHZR_Fail6_Score(0.9816802).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_203005_L26_PalletGHC0817005122_Cavity13_B01BHZR_Fail3_Score(0.9261332).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_204639_L26_PalletGHI0817010755_Cavity13_B01BHZR_Fail6_Score(0.9681537).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_214336_L26_PalletGHS0817020455_Cavity12_B01BHZR_Fail7_Score(0.999915).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_224531_L26_PalletGHR0817030641_Cavity10_B01BHZR_Fail5_Score(0.9557412).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260816_233003_L26_PalletGHF0817035123_Cavity13_B01BHZR_Fail3_Score(0.9225845).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_000343_L26_PalletGHO0817042500_Cavity8_B01BHZR_Fail5_Score(0.9521019).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_002851_L26_PalletGHD0817045005_Cavity13_B01BHZR_Fail7_Score(0.9924818).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_011323_L26_PalletGHK0817053443_Cavity11_B01BHZR_Fail7_Score(1).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L25,20260817_011834_L25_PalletGHR0817054318_Cavity12_B01BJPF_Fail7_Score(0.9986242).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L25,20260817_011834_L25_PalletGHR0817054318_Cavity14_B01BJPF_Fail7_Score(0.9999999).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L25,20260817_020404_L25_PalletGHT0817062925_Cavity3_B01BJPF_Fail5_Score(0.9630142).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_023818_L26_PalletGHU0817065933_Cavity5_B01BHZS_Fail7_Score(0.9907203).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_045859_L26_PalletGHL0817092014_Cavity10_B01BHZS_Fail7_Score(0.9868869).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_050704_L26_PalletGHS0817092822_Cavity11_B01BHZS_Fail7_Score(0.9957998).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L25,20260817_053805_L25_PalletGHA0817100207_Cavity6_B01BHXV_Fail7_Score(0.9991543).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_055317_L26_PalletGHN0817101438_Cavity1_B01BHZS_Fail5_Score(0.9602903).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L24,20260817_060337_L24_PalletGHO0817101836_Cavity14_B01BHW1_Fail7_Score(0.9999998).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_085920_L26_PalletGHU0817132033_Cavity10_B01BJQF_Fail7_Score(0.9886208).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_093229_L26_PalletGHG0817135348_Cavity9_B01BJQF_Fail7_Score(0.9999999).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_093508_L26_PalletGHU0817135624_Cavity12_B01BJQF_Fail5_Score(0.957986).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_094026_L26_PalletGHU0817140148_Cavity13_B01BJQF_Fail7_Score(0.9989157).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_094135_L26_PalletGHQ0817140237_Cavity10_B01BJQF_Fail7_Score(0.9998481).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_094135_L26_PalletGHQ0817140237_Cavity13_B01BJQF_Fail5_Score(0.9602941).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_095147_L26_PalletGHD0817141308_Cavity15_B01BJQF_Fail4_Score(0.9490224).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_100513_L26_PalletGHU0817142633_Cavity15_B01BJQF_Fail7_Score(0.9967493).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L31,20260817_102820_L31_PalletGHE0817150358_Cavity13_B01BHQ3_Fail7_Score(0.9999775).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_105128_L26_PalletGHG0817151247_Cavity3_B01BJQF_Fail7_Score(0.9998807).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_115317_L26_PalletGHQ0817161436_Cavity1_B01BJQF_Fail7_Score(1).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_115503_L26_PalletGHM0817161619_Cavity3_B01BJQF_Fail2_Score(0.906397).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_115641_L26_PalletGHG0817161755_Cavity6_B01BJQF_Fail7_Score(0.999333).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_120138_L26_PalletGHG0817162301_Cavity2_B01BJQF_Fail6_Score(0.9808099).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L24,20260817_120535_L24_PalletGHE0817162234_Cavity15_B01BHW3_Fail7_Score(1).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_121621_L26_PalletGHR0817163739_Cavity5_B01BJQF_Fail7_Score(0.9969678).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_140217_L26_PalletGHR0817182335_Cavity10_B01BJQF_Fail6_Score(0.9729633).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_141420_L26_PalletGHI0817183540_Cavity2_B01BJQF_Fail7_Score(0.9999999).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L24,20260817_141444_L24_PalletGHU0817183041_Cavity7_B01BHW3_Fail6_Score(0.9749641).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_172003_L26_PalletGHR0817214124_Cavity2_B01BJQF_Fail7_Score(0.9999334).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L25,20260817_173938_L25_PalletGHU0817220348_Cavity12_B01BJQJ_Fail7_Score(0.9911325).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L24,20260817_174845_L24_PalletGHT0817220345_Cavity14_B01BHW5_Fail3_Score(0.9189736).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L24,20260817_174845_L24_PalletGHT0817220345_Cavity2_B01BHW5_Fail5_Score(0.9574707).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_180549_L26_PalletGHN0817222615_Cavity14_B01BJQF_Fail7_Score(0.9991921).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_180549_L26_PalletGHN0817222615_Cavity2_B01BJQF_Fail5_Score(0.9660206).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_180549_L26_PalletGHN0817222615_Cavity4_B01BJQF_Fail7_Score(0.999562).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_180549_L26_PalletGHN0817222615_Cavity6_B01BJQF_Fail7_Score(0.9949973).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_180549_L26_PalletGHN0817222615_Cavity8_B01BJQF_Fail7_Score(0.9846106).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_190550_L26_PalletGHN0817232710_Cavity1_B01BHZV_Fail7_Score(0.9999662).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_193738_L26_PalletGHB0817235842_Cavity14_B01BHZV_Fail5_Score(0.9592926).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L24,20260817_202901_L24_PalletGHJ0818004459_Cavity11_B01BHW5_Fail7_Score(0.9981962).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_231839_L26_PalletGHM0818034000_Cavity9_B01BHZV_Fail7_Score(0.9999985).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260817_233528_L26_PalletGHD0818035648_Cavity3_B01BHZV_Fail3_Score(0.9317398).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260818_001509_L26_PalletGHM0818043629_Cavity3_B01BHZV_Fail7_Score(0.9999791).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260818_002030_L26_PalletGHI0818044145_Cavity1_B01BHZV_Fail7_Score(0.9842365).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260818_005631_L26_PalletGHQ0818051750_Cavity14_B01BHZV_Fail6_Score(0.9829984).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260818_022355_L26_PalletGHA0818064513_Cavity11_B01BHZP_Fail7_Score(0.9991452).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260818_023141_L26_PalletGHM0818065306_Cavity8_B01BHZP_Fail7_Score(0.9976529).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260818_025854_L26_PalletGHE0818072016_Cavity1_B01BHZP_Fail7_Score(0.9999998).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260818_042450_L26_PalletGHJ0818084611_Cavity13_B01BHZP_Fail7_Score(0.9988242).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260818_043541_L26_PalletGHE0818085705_Cavity1_B01BHZP_Fail7_Score(0.9963441).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L25,20260818_054124_L25_PalletGHI0818100555_Cavity8_B01BJQH_Fail5_Score(0.9594272).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L24,20260818_064321_L24_PalletGHA0818105821_Cavity8_B01BHWB_Fail7_Score(0.9999906).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L25,20260818_085600_L25_PalletGHB0818132127_Cavity14_B01BJQL_Fail7_Score(0.996604).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L25,20260818_125835_L25_PalletGHG0818172133_Cavity8_B01BJQM_Fail7_Score(1).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L31,20260818_135937_L31_PalletGHE0818183525_Cavity1_B01BJPV_Fail3_Score(0.9308345).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260818_141311_L26_PalletGHF0818183253_Cavity12_B01BJT5_Fail6_Score(0.9739211).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260818_141311_L26_PalletGHF0818183253_Cavity3_B01BJT5_Fail7_Score(0.9999971).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260818_143020_L26_PalletGHU0818185141_Cavity7_B01BJT5_Fail7_Score(0.9976797).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260818_152850_L26_PalletGHA0818195014_Cavity10_B01BJT5_Fail7_Score(0.9969645).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260818_170255_L26_PalletGHR0818212421_Cavity12_B01BJT5_Fail7_Score(0.9940469).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L24,20260818_171217_L24_PalletGHN0818212823_Cavity3_B01BHWF_Fail7_Score(0.9982212).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L24,20260818_171222_L24_PalletGHP0818212827_Cavity12_B01BHWF_Fail7_Score(0.9972471).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L31,20260818_180010_L31_PalletGHE0818223516_Cavity2_B01BHQK_Fail7_Score(0.9857151).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260818_180732_L26_PalletGHU0818222802_Cavity6_B01BJT5_Fail7_Score(0.997296).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L25,20260818_183346_L25_PalletGHM0818225204_Cavity12_B01BJV1_Fail4_Score(0.9497307).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L24,20260818_193730_L24_PalletGHC0818235335_Cavity14_B01BHWF_Fail7_Score(0.9888379).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260818_202647_L26_PalletGHM0819004753_Cavity3_B01BJT5_Fail7_Score(0.9974259).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260818_222714_L26_PalletGHH0819024839_Cavity9_B01BJRH_Fail7_Score(0.9999709).bmp
Updated ICube Categorical Classes 20260915,Multiple Lenses,L26,20260818_222914_L26_PalletGHK0819025038_Cavity8_B01BJRH_Fail6_Score(0.9729377).bmp
